개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
대전역사박물관 세미나실,대전역사박물관,회의실,매주 월요일,10:00,18:00,10:00,18:00,Y,,,,,,,,,,대전광역시 유성구 상대동 도안대로 398,,대전역사박물관,,,,36.336632,127.335116,2021-10-26,6300000,대전광역시
대전역사박물관 강당,대전역사박물관,강당,매주 월요일,10:00,18:00,10:00,18:00,Y,,,,,,,,,,대전광역시 유성구 상대동 도안대로 398,,대전역사박물관,,,,36.336632,127.335116,2021-10-26,6300000,대전광역시
"대전역사박물관 커뮤니티홀1,2",대전역사박물관,회의실,매주 월요일,10:00,18:00,10:00,18:00,Y,,,,,,,,,,대전광역시 유성구 상대동 도안대로 398,,대전역사박물관,,,,36.336632,127.335116,2021-10-26,6300000,대전광역시
대전역사박물관 커뮤니티홀3,대전역사박물관,회의실,매주 월요일,10:00,18:00,10:00,18:00,Y,,,,,,,,,,대전광역시 유성구 상대동 도안대로 398,,대전역사박물관,,,,36.336632,127.335116,2021-10-26,6300000,대전광역시
대전선사박물관 세미나실,대전역사박물관,회의실,매주 월요일,10:00,18:00,10:00,18:00,Y,,,,,,,,,,대전광역시 유성구 상대동 도안대로 398,,대전역사박물관,,,,36.336632,127.335116,2021-10-26,6300000,대전광역시
대전도시철도공사 본사대강당,대전도시철도공사,강당,주말,09:00,18:00,00:00,00:00,Y,,,,,,,,,,대전광역시 서구 월평1동 160-20,,대전도시철도공사,,,,36.348478,127.352563,2021-10-26,6300000,대전광역시
대전도시철도공사 갈마역시민회의실(갈마울모임터),대전도시철도공사,회의실,주말,09:00,18:00,00:00,00:00,N,,,,,,,,,,대전광역시 서구 월평1동 160-20,,대전도시철도공사,,,,36.348478,127.352563,2021-10-26,6300000,대전광역시
대전시설관리공단 체육시설(하수처리장체육공원),대전시설관리공단,다목적경기장,연중무휴,09:00,20:00,09:00,20:00,N,,,,,,,,,,대전광역시 유성구 원촌동 24-9,,대전시설관리공단,,,,36.384253,127.409601,2021-10-26,6300000,대전광역시
애월체육공원,운동장,다목적경기장,무,08:00,22:00,08:00,22:00,Y,,(평일주간)70000+(주말주간)91000+외,30,50,1000,7122,트랙+체력단련실+야외농구장+잔디광장,방문+전화+팩스,,제주특별자치도 제주시 애월읍 일주서로 6349,제주특별자치도 제주시 애월읍 고내리 1356,애월읍,주민자치팀,064-728-8531,http://www.jejusi.go.kr/sports/main.do,33.463286,126.332699,2021-09-23,6510000,제주특별자치도 제주시
돈암1동자치회관 2층 강당,돈암1동자치회관,강당,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,18:00,00:00,00:00,Y,2,20000,,,50,161,,,,서울특별시 성북구 정릉로 394,서울특별시 성북구 돈암동 1-1,서울특별시 성북구청,돈암1동주민센터,02-2241-5124,www.sb.go.kr,37.60341486,127.0263745,2023-02-28,3070000,서울특별시 성북구
돈암1동자치회관 3층 강의실,돈암1동자치회관,강의실,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,21:00,00:00,00:00,Y,2,20000,,,15,25,,,,서울특별시 성북구 정릉로 394,서울특별시 성북구 돈암동 1-1,서울특별시 성북구청,돈암1동주민센터,02-2241-5124,www.sb.go.kr,37.60341486,127.0263745,2023-02-28,3070000,서울특별시 성북구
돈암2동자치회관 2층 다목적실,돈암2동자치회관,강당,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,18:00,00:00,00:00,N,,,,,20,80,,,,서울특별시 성북구 흥천사길 7,서울특별시 성북구 돈암동 603-1,서울특별시 성북구청,돈암2동주민센터,02-2241-5164,www.sb.go.kr,37.59801698,127.010539,2023-02-28,3070000,서울특별시 성북구
돈암2동자치회관 회의실,돈암2동자치회관,회의실,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,18:00,00:00,00:00,N,,,,,15,25,,,,서울특별시 성북구 흥천사길 7,서울특별시 성북구 돈암동 603-1,서울특별시 성북구청,돈암2동주민센터,02-2241-5164,www.sb.go.kr,37.59801698,127.010539,2023-02-28,3070000,서울특별시 성북구
햇빛어린이공원(현대1호) 풋살구장,햇빛어린이공원(현대1호),풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,380,,,,,경기도 화성시 반월동 184-3,화성도시공사,,,,37.2328721417,127.0566914664,2022-11-15,5530000,경기도 화성시
문경 국제클라이밍센터,문경 국제클라이밍센터,기타,1월1일+설당일+추석당일,09:00,22:00,09:00,22:00,Y,3,2000원,,,50,438,리드월+볼드링+외부암벽,방문+전화,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6436,http://www.gbmg.go.kr/,36.60308799,128.2123737,2023-03-01,5120000,경상북도 문경시
문경 온누리스포츠센터,문경 온누리스포츠센터,체육관,주말+공휴일,09:00,18:00,00:00,00:00,Y,9,(평일)120000+(주말)180000,4,36000,120,1630,다목적경기장+체력단련장,방문+전화,,경상북도 문경시 점고길 21,경상북도 문경시 모전동 산 12-2,경상북도 문경시청,새마을체육과,054-550-6436,http://www.gbmg.go.kr/,36.59444175,128.1855829,2023-03-01,5120000,경상북도 문경시
문경 배드민턴경기장,문경 배드민턴경기장,배드맨턴장,1월1일+설당일+추석당일,09:00,22:00,09:00,22:00,Y,9,(평일)150000+(주말)200000,4,50000,500,14672,배드민턴장,방문+전화,,경상북도 문경시 점고길 10,경상북도 문경시 모전동 524-7,경상북도 문경시청,새마을체육과,054-550-6436,http://www.gbmg.go.kr/,36.59611976,128.1870139,2023-03-01,5120000,경상북도 문경시
진안문화의집 회의실,진안문화의집,회의실,일+공휴일,09:00,21:00,09:00,18:00,Y,8,30000,,,40,103,빔프포젝트+피아노,방문,,전라북도 진안군 진안읍 대성길5,전라북도 진안군 진안읍 군하리143,전라북도 진안군청,문화체육과,063-433-1671,https://www.facebook.com/jinanculturalhouse,35.789059,127.423498,2023-03-02,4730000,전라북도 진안군
진안문화의집 사랑방,진안문화의집,기타,일+공휴일,09:00,21:00,09:00,18:00,Y,1,5000,,,15,34,탁자5개+의자15개,방문,,전라북도 진안군 진안읍 대성길5,전라북도 진안군 진안읍 군하리143,전라부도 진안군청,문화체육과,063-433-1671,https://www.facebook.com/jinanculturalhouse,35.789059,127.423498,2023-03-02,4730000,전라북도 진안군
진안문화의집 악기연습실,진안문화의집,기타,일+공휴일,09:00,21:00,09:00,18:00,Y,2,20000,,,8,25,악기+음향,방문,,전라북도 진안군 진안읍 대성길5,전라북도 진안군 진안읍 군하리143,전라북도 진안군청,문화체육과,063-433-1671,https://www.facebook.com/jinanculturalhouse,35.789059,127.423498,2023-03-02,4730000,전라북도 진안군
진안문화의집 다목적공연장,진안문화의집,다목적실,일+공휴일,09:00,21:00,09:00,18:00,Y,2,60000,,,210,615,빔프포젝트+피아노,방문,,전라북도 진안군 진안읍 대성길5,전라북도 진안군 진안읍 군하리143,전라북도 진안군청,문화체육과,063-433-1671,https://www.facebook.com/jinanculturalhouse,35.789059,127.423498,2023-03-02,4730000,전라북도 진안군
진안역사박물관 기획전시실,진안역사박물관,전시실,월,09:00,18:00,09:00,18:00,N,,,,,,559,액자걸이 등,방문+전화,https://www.jinan.go.kr/museum/sub_1/?p=5,전라북도 진안군 진안읍 내사양길 7,전라북도 진안군 진안읍 단양리 813,전라북도 진안군청,문화체육과,063-430-8085,https://www.jinan.go.kr/museum/,35.772469,127.416753,2023-03-02,4730000,전라북도 진안군
인재개발원 배구장,인재개발원,배구장,평일,00:00,00:00,09:00,18:00,N,,,,,,,,,,대전광역시 유성구 장동 25-5,,대전광역시 인재개발원,,,,36.400297,127.364589,2021-10-26,6300000,대전광역시
상수도사업본부 테니스장,상수도사업본부,테니스장,평일,00:00,00:00,07:00,18:00,N,,,,,,,,,,대전광역시 서구 신갈마로 211번안길,,대전광역시 상수도사업본부,,,,36.346804,127.363322,2021-10-26,6300000,대전광역시
상수도사업본부 대회의실,상수도사업본부,회의실,주말,09:00,18:00,00:00,00:00,N,,,,,,,,,,대전광역시 서구 신갈마로 211번안길,,대전광역시 상수도사업본부,,,,36.346706,127.363507,2021-10-26,6300000,대전광역시
한밭도서관 대강당,한밭도서관,강당,주말,09:00,18:00,00:00,00:00,Y,,,,,,,,,,대전광역시 중구 한밭도서관길 222,,대전광역시 한밭도서관,,,,36.309996,127.409704,2021-10-26,6300000,대전광역시
한밭도서관 회의실(집중학습실),한밭도서관,회의실,주말,09:00,18:00,00:00,00:00,N,,,,,,,,,,대전광역시 중구 한밭도서관길 222,,대전광역시 한밭도서관,,,,36.309996,127.409704,2021-10-26,6300000,대전광역시
대전시립미술관 강당,대전시립미술관,강당,주말,09:00,18:00,00:00,00:00,Y,,,,,,,,,,대전광역시 서구 만년동 둔산대로 155,,대전시립미술관,,,,36.366792,127.385771,2021-10-26,6300000,대전광역시
대전시립미술관 세미나실,대전시립미술관,회의실,주말,09:00,18:00,00:00,00:00,Y,,,,,,,,,,대전광역시 서구 만년동 둔산대로 155,,대전시립미술관,,,,36.366792,127.385771,2021-10-26,6300000,대전광역시
여성가족원 대강당,여성가족원,강당,주말,09:00,18:00,00:00,00:00,Y,,,,,,,,,,대전광역시 서구 도마2동 484-21,,대전광역시 여성가족원,,,,36.324905,127.369666,2021-10-26,6300000,대전광역시
여성가족원 소회의실,여성가족원,회의실,주말,09:00,18:00,00:00,00:00,Y,,,,,,,,,,대전광역시 서구 도마2동 484-21,,대전광역시 여성가족원,,,,36.324905,127.369666,2021-10-26,6300000,대전광역시
여성가족원 시청각실,여성가족원,회의실,주말,09:00,18:00,00:00,00:00,Y,,,,,,,,,,대전광역시 서구 도마2동 484-21,,대전광역시 여성가족원,,,,36.324905,127.369666,2021-10-26,6300000,대전광역시
노은농수산물도매시장관리사업소 다목적회의실,노은농수산물도매시장관리사업소,회의실,주말,09:00,18:00,00:00,00:00,N,,,,,,,,,,대전광역시 유성구 노은동로 33,,대전노은농수산물도매시장관리사업소,,,,36.3658630428,127.3189763573,2021-10-26,6300000,대전광역시
대전예술의전당 컨벤션홀 세미나실,대전예술의전당 컨벤션홀,회의실,연중무휴,09:00,22:00,09:00,22:00,Y,,,,,,,,,,대전광역시 서구 만년동 둔산대로 135,,대전예술의전당 컨벤션홀,,,,36.366754,127.383811,2021-10-26,6300000,대전광역시
소하노인종합복지관 강당(5층),소하노인종합복지관,강당,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,20000,1,10000,100,,,전화+방문,,경기도 광명시 소하로 25,경기도 광명시 소하동 1291,경기도 광명시 소하노인종합복지관,복지경영과,02-2625-9345,http://www.gmsenior.or.kr/,37.45222291,126.8849694,2022-11-22,3900000,경기도 광명시
소하노인종합복지관 프로그램실,소하노인종합복지관,강의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,10000,1,10000,50,,,전화+방문,,경기도 광명시 소하로 25,경기도 광명시 소하동 1291,경기도 광명시 소하노인종합복지관,복지경영과,02-2625-9345,http://www.gmsenior.or.kr/,37.45222291,126.8849694,2022-11-22,3900000,경기도 광명시
다목적운동장(시설 보수공사로 임시휴장/휴장기간 : 22.10.05~별도 통보 시까지),노온다목적운동장,축구장,연중무휴,06:00,18:00,06:00,18:00,Y,2,평일 관내:40000+평일관외:60000+토.공휴일 관내:60000+토.공휴일 관외:900,,,,,,온라인예약,,경기도 광명시 범안로 777-21,경기도 광명시 하안동 424-1,경기도 광명시 광명도시공사,경기도 광명시 광명도시공사,02-2610-7375,https://reserve.gmuc.co.kr/,37.44998857,126.8588585,2022-11-22,3900000,경기도 광명시
캠핑장,도덕산캠핑장,캠핑장,연중무휴,00:00,23:59,00:00,23:59,Y,24,관내:24000+관외:33000,2,10000,42,8530,,온라인예약,,경기도 광명시 밤일안로42번길 69,경기도 광명시 하안동 549,경기도 광명시 광명도시공사,경기도 광명시 광명도시공사,02-2610-7370,https://reserve.gmuc.co.kr/,37.45959737,126.8604873,2022-11-22,3900000,경기도 광명시
국궁장,광명시립국궁장,기타,월+설+추석 연휴,07:00,21:00,07:00,21:00,Y,2,주간 평일10000+토.공휴일 20000+야간평일20000+토.공휴일30000,,,,,,온라인예약,,,경기도 광명시 하안동 695-3,경기도 광명시 광명도시공사,건강레저팀,02-2610-7378,https://reserve.gmuc.co.kr/,37.46118978,126.8622545,2022-11-22,3900000,경기도 광명시
야구장(시설 보수공사로 임시휴장/휴장기간 : 22.08.09~별도 통보 시까지),광명시립야구장,야구장,월+설+추석 연휴,08:00,21:00,08:00,21:00,Y,2,평일 관내:40000+평일 관외:60000+토.공휴일 관내:60000+토.공휴일 관외:90,,,25,9461,,온라인예약,,경기도 광명시 하안로 30-19,경기도 광명시 소하동 530-10,경기도 광명시 광명도시공사,건강레저팀,02-2610-7379,https://reserve.gmuc.co.kr/,37.44294324,126.8961181,2022-11-22,3900000,경기도 광명시
진안동풋살구장 풋살구장,진안동풋살구장,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,668,,,,,경기도 화성시 진안동 832-235,화성도시공사,,,,37.2087805180,127.0279245,2022-11-15,5530000,경기도 화성시
제부 공공하수처리시설 풋살구장,제부 공공하수처리시설,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,740,,,,,경기도 화성시 서신면 제부리 280-3,맑은물사업소,,,,37.17268548,126.6211513351,2022-11-15,5530000,경기도 화성시
정남 공공하수처리시설 풋살구장,정남 공공하수처리시설,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,750,,,,,경기도 화성시 정남면 발산리 50,맑은물사업소,,,,37.1683564924,126.9931508220,2022-11-15,5530000,경기도 화성시
국궁장 궁도장,국궁장,기타,연중무휴,06:00,22:00,09:00,18:00,Y,3,30000,1,9000,,396,,방문+팩스,,충청북도 괴산군 괴산읍 임꺽정로 75,,충청북도 괴산군청,문화체육관광과,043-830-3810,,36.81344157,127.7885377,2022-09-22,4460000,충청북도 괴산군
괴산농업역사박물관,괴산농업역사박물관,박물관,월+법적공휴일,09:00,18:00,09:00,18:00,N,,,,,,7033,농업역사박물관+농경문화체험관+야외전시장,방문,,충청북도 괴산군 괴산읍 충민로검승1길 6,충청북도 괴산군 괴산읍 검승리 743,충청북도 괴산군청,문화체육관광과,043-830-2686,https://www.goesan.go.kr/museum/index.do,36.80533588,127.8243563,2022-09-22,4460000,충청북도 괴산군
한운사기념관,한운사기념관,전시관,월+법적공휴일,09:00,18:00,09:00,18:00,N,,,,,,186,,방문,,충청북도 괴산군 청안면 청안읍내로 45-6,충청북도 괴산군 청안면 읍내리 473,충청북도 괴산군청,문화체육관광과,043-830-2686,,36.77396262,127.6375834,2022-09-22,4460000,충청북도 괴산군
한화바이오밸리 테니스장,한화바이오밸리,테니스장,N,09:00,22:00,09:00,18:00,Y,,,,,,600,,,,,경기도 화성시 마도면 청원리 1512,경기도 화성시청,,,,37.1697383157,126.7710944476,2022-11-15,5530000,경기도 화성시
남양 테니스장 테니스장,남양 테니스장,테니스장,N,09:00,22:00,09:00,18:00,Y,,,,,,1024,,,,,경기도 화성시 향남읍 도이리 668,화성도시공사,,,,37.1384632046,126.9244858544,2022-11-15,5530000,경기도 화성시
화성시청 테니스장,화성시청,테니스장,N,09:00,22:00,09:00,18:00,Y,,,,,,153,,,,,경기도 화성시 남양읍 남양리 2000,경기도 화성시청,,,,37.1974900874,126.8302655375,2022-11-15,5530000,경기도 화성시
해피트리공원 테니스장,해피트리공원,테니스장,N,09:00,22:00,09:00,18:00,Y,,,,,,695,,,,,경기도 화성시 기안동917,화성도시공사,,,,37.2229105488,126.9790327288,2022-11-15,5530000,경기도 화성시
야생초공원 테니스장,야생초공원,테니스장,N,09:00,22:00,09:00,18:00,Y,,,,,,6336,,,,,경기도 화성시 기안동896,화성도시공사,,,,37.2202903414,126.9890035470,2022-11-15,5530000,경기도 화성시
향남2 오음공원 파크골프장,향남2 오음공원,골프장,N,09:00,22:00,09:00,18:00,Y,,,,,,7117,,,,,경기도 화성시 향남읍 상신리 1260,화성도시공사,,,,37.10472058,126.9033156,2022-11-15,5530000,경기도 화성시
동탄 수질복원센터 파크골프장,동탄 수질복원센터,골프장,N,09:00,22:00,09:00,18:00,Y,,,,,,21045,,,,,경기도 화성시 방교동 795,화성도시공사,,,,37.17687515,127.0865597,2022-11-15,5530000,경기도 화성시
